51,2500,0.000394,4.8e-005,-0.000442,0.00044,-0.000217,-0.000224,268.198,-126.566,-141.667,-3.2e-005,-1.4e-005
52,2550,0.0004,3.9e-005,-0.000439,0.000471,-0.000266,-0.000205,269.021,-131.195,-137.862,-3.3e-005,-1.4e-005
53,2600,0.000389,5e-005,-0.000439,0.000403,-0.000185,-0.000217,269.594,-135.599,-134.031,-3.4e-005,-1.4e-005
54,2650,0.000377,6.5e-005,-0.000442,0.000314,-7.3e-005,-0.00024,269.248,-138.878,-130.406,-3.5e-005,-1.5e-005
55,2700,0.000377,6.4e-005,-0.000441,0.000312,-7e-005,-0.000241,268.371,-141.484,-126.924,-3.6e-005,-1.5e-005
56,2750,0.000389,4.7e-005,-0.000436,0.000393,-0.000178,-0.000215,267.909,-144.642,-123.304,-3.7e-005,-1.5e-005
57,2800,0.000399,3.2e-005,-0.000431,0.000451,-0.000261,-0.00019,268.241,-148.881,-119.397,-3.8e-005,-1.6e-005
58,2850,0.000393,3.8e-005,-0.00043,0.00041,-0.000217,-0.000193,268.654,-153.319,-115.372,-3.9e-005,-1.6e-005
59,2900,0.000379,5.4e-005,-0.000433,0.000315,-9.8e-005,-0.000216,268.246,-156.771,-111.513,-3.9e-005,-1.6e-005
60,2950,0.000374,5.9e-005,-0.000433,0.000278,-5.2e-005,-0.000227,267.083,-159.265,-107.856,-4e-005,-1.7e-005
61,3000,0.000384,4.5e-005,-0.000429,0.000343,-0.000136,-0.000207,266.061,-161.943,-104.155,-4.1e-005,-1.7e-005
62,3050,0.000396,2.7e-005,-0.000423,0.000421,-0.000244,-0.000178,265.823,-165.675,-100.186,-4.2e-005,-1.7e-005
63,3100,0.000395,2.6e-005,-0.000421,0.000411,-0.00024,-0.000171,265.976,-169.99,-96.0238,-4.3e-005,-1.8e-005
64,3150,0.000382,4.1e-005,-0.000423,0.000321,-0.000129,-0.000192,265.528,-173.611,-91.955,-4.4e-005,-1.8e-005
65,3200,0.000373,5.1e-005,-0.000424,0.000257,-4.7e-005,-0.00021,264.169,-176.086,-88.1216,-4.4e-005,-1.8e-005
66,3250,0.000379,4.2e-005,-0.000421,0.000294,-9.5e-005,-0.000199,262.652,-178.351,-84.3401,-4.5e-005,-1.8e-005
67,3300,0.000392,2.4e-005,-0.000415,0.000382,-0.000213,-0.000169,261.819,-181.518,-80.3397,-4.6e-005,-1.9e-005
68,3350,0.000396,1.6e-005,-0.000412,0.000404,-0.000251,-0.000154,261.601,-185.545,-76.095,-4.7e-005,-1.9e-005
69,3400,0.000385,2.7e-005,-0.000412,0.00033,-0.000162,-0.000168,261.084,-189.265,-71.8574,-4.7e-005,-1.9e-005
70,3450,0.000373,4.2e-005,-0.000414,0.000246,-5.5e-005,-0.000191,259.624,-191.812,-67.8505,-4.8e-005,-2e-005
71,3500,0.000374,3.9e-005,-0.000413,0.000251,-6e-005,-0.00019,257.695,-193.749,-63.9859,-4.9e-005,-2e-005
72,3550,0.000387,2.1e-005,-0.000407,0.000335,-0.000172,-0.000163,256.27,-196.333,-59.9761,-4.9e-005,-2e-005
73,3600,0.000395,8e-006,-0.000402,0.000388,-0.000248,-0.00014,255.596,-199.936,-55.6988,-5e-005,-2e-005
74,3650,0.000388,1.4e-005,-0.000402,0.000338,-0.000192,-0.000146,254.935,-203.632,-51.3426,-5.1e-005,-2e-005
75,3700,0.000374,3e-005,-0.000404,0.000244,-7.4e-005,-0.000171,253.439,-206.301,-47.1776,-5.1e-005,-2.1e-005
76,3750,0.00037,3.4e-005,-0.000404,0.000217,-3.7e-005,-0.000179,251.21,-208.027,-43.2233,-5.2e-005,-2.1e-005
77,3800,0.000381,1.8e-005,-0.000399,0.000285,-0.000126,-0.000159,249.216,-210.038,-39.2183,-5.2e-005,-2.1e-005
78,3850,0.000392,1e-006,-0.000393,0.00036,-0.00023,-0.000131,248.027,-213.114,-34.9526,-5.3e-005,-2.1e-005
79,3900,0.00039,1e-006,-0.000391,0.000343,-0.000215,-0.000127,247.137,-216.647,-30.5311,-5.3e-005,-2.1e-005
80,3950,0.000376,1.6e-005,-0.000392,0.000249,-0.0001,-0.00015,245.617,-219.42,-26.2376,-5.4e-005,-2.2e-005
81,4000,0.000367,2.6e-005,-0.000393,0.000193,-2.6e-005,-0.000167,243.212,-221.063,-22.1899,-5.4e-005,-2.2e-005
82,4050,0.000374,1.5e-005,-0.00039,0.000237,-8.2e-005,-0.000154,240.712,-222.56,-18.1929,-5.4e-005,-2.2e-005
83,4100,0.000387,-4e-006,-0.000384,0.000322,-0.000197,-0.000125,238.96,-225.024,-13.9772,-5.5e-005,-2.2e-005
84,4150,0.00039,-1e-005,-0.00038,0.000339,-0.000227,-0.000112,237.766,-228.262,-9.54442,-5.5e-005,-2.2e-005
85,4200,0.000378,2e-006,-0.000381,0.000259,-0.00013,-0.000129,236.195,-231.075,-5.16129,-5.5e-005,-2.2e-005
86,4250,0.000366,1.6e-005,-0.000382,0.000179,-2.7e-005,-0.000152,233.708,-232.723,-1.02639,-5.5e-005,-2.2e-005
87,4300,0.000368,1.2e-005,-0.00038,0.000193,-4.4e-005,-0.000149,230.813,-233.821,2.96705,-5.6e-005,-2.2e-005
88,4350,0.000381,-7e-006,-0.000374,0.000278,-0.000156,-0.000122,228.477,-235.624,7.1057,-5.6e-005,-2.2e-005
89,4400,0.000388,-1.9e-005,-0.000369,0.000325,-0.000224,-0.000101,226.896,-238.432,11.495,-5.6e-005,-2.3e-005
90,4450,0.00038,-1.1e-005,-0.000368,0.00027,-0.00016,-0.00011,225.236,-241.201,15.9226,-5.6e-005,-2.3e-005
91,4500,0.000366,4e-006,-0.00037,0.000176,-4e-005,-0.000135,222.721,-242.891,20.1283,-5.6e-005,-2.3e-005
92,4550,0.000363,6e-006,-0.000369,0.000157,-1.4e-005,-0.000143,219.555,-243.719,24.123,-5.6e-005,-2.3e-005
93,4600,0.000374,-1e-005,-0.000364,0.000231,-0.00011,-0.000121,216.672,-244.885,28.1712,-5.6e-005,-2.3e-005
94,4650,0.000385,-2.7e-005,-0.000358,0.0003,-0.000206,-9.5e-005,214.618,-247.126,32.4668,-5.6e-005,-2.3e-005
95,4700,0.000381,-2.4e-005,-0.000356,0.000276,-0.000182,-9.4e-005,212.812,-249.74,36.8862,-5.6e-005,-2.3e-005
96,4750,0.000366,-9e-006,-0.000358,0.000182,-6.4e-005,-0.000118,210.302,-251.483,41.1388,-5.6e-005,-2.2e-005
97,4800,0.000359,-1e-006,-0.000358,0.000131,3e-006,-0.000134,206.97,-252.147,45.135,-5.5e-005,-2.2e-005
98,4850,0.000366,-1.2e-005,-0.000354,0.000183,-6.3e-005,-0.00012,203.627,-252.757,49.0889,-5.5e-005,-2.2e-005
99,4900,0.000379,-3.2e-005,-0.000347,0.000267,-0.000175,-9.2e-005,201.047,-254.341,53.2523,-5.5e-005,-2.2e-005
100,4950,0.00038,-3.6e-005,-0.000344,0.000275,-0.000193,-8.2e-005,199.005,-256.652,57.6054,-5.5e-005,-2.2e-005
101,5000,0.000367,-2.3e-005,-0.000345,0.000193,-9.2e-005,-0.000101,196.516,-258.429,61.8715,-5.4e-005,-2.2e-005
102,5050,0.000356,-1e-005,-0.000346,0.000117,7e-006,-0.000124,193.111,-259.018,65.8656,-5.4e-005,-2.2e-005
103,5100,0.000359,-1.6e-005,-0.000343,0.000139,-1.9e-005,-0.000119,189.404,-259.171,69.7254,-5.3e-005,-2.2e-005
104,5150,0.000371,-3.5e-005,-0.000337,0.000227,-0.000135,-9.2e-005,186.302,-260.075,73.7308,-5.3e-005,-2.2e-005
105,5200,0.000378,-4.6e-005,-0.000332,0.000265,-0.000191,-7.4e-005,183.926,-261.93,77.9616,-5.2e-005,-2.1e-005
106,5250,0.000368,-3.7e-005,-0.000331,0.000204,-0.000118,-8.6e-005,181.429,-263.667,82.196,-5.2e-005,-2.1e-005
107,5300,0.000354,-2.1e-005,-0.000333,0.000114,-3e-006,-0.000111,178.042,-264.262,86.1791,-5.1e-005,-2.1e-005
108,5350,0.000352,-2.1e-005,-0.000331,0.000102,1.5e-005,-0.000117,174.074,-264.063,89.9477,-5e-005,-2.1e-005
109,5400,0.000363,-3.8e-005,-0.000325,0.000181,-8.6e-005,-9.5e-005,170.489,-264.309,93.7788,-5e-005,-2e-005
110,5450,0.000372,-5.3e-005,-0.000319,0.000246,-0.000176,-7e-005,167.711,-265.593,97.8406,-4.9e-005,-2e-005
111,5500,0.000368,-5e-005,-0.000318,0.000213,-0.00014,-7.3e-005,165.132,-267.162,101.989,-4.8e-005,-2e-005
112,5550,0.000353,-3.4e-005,-0.000319,0.00012,-2.2e-005,-9.8e-005,161.825,-267.807,105.942,-4.7e-005,-2e-005
113,5600,0.000346,-2.7e-005,-0.000319,7.7e-005,3.6e-005,-0.000113,157.715,-267.381,109.625,-4.6e-005,-1.9e-005
114,5650,0.000354,-4e-005,-0.000314,0.000134,-3.6e-005,-9.8e-005,153.704,-267.018,113.273,-4.5e-005,-1.9e-005
115,5700,0.000366,-5.8e-005,-0.000308,0.000217,-0.000147,-7e-005,150.491,-267.66,117.128,-4.4e-005,-1.9e-005
116,5750,0.000365,-6.1e-005,-0.000304,0.000217,-0.000154,-6.4e-005,147.746,-268.924,121.137,-4.3e-005,-1.8e-005
117,5800,0.000352,-4.7e-005,-0.000305,0.000131,-4.6e-005,-8.5e-005,144.527,-269.593,125.025,-4.2e-005,-1.8e-005
118,5850,0.000341,-3.5e-005,-0.000306,6.2e-005,4.5e-005,-0.000107,140.405,-269.071,128.626,-4.1e-005,-1.7e-005
119,5900,0.000345,-4.3e-005,-0.000302,9.1e-005,1e-005,-0.000101,136.053,-268.186,132.093,-4e-005,-1.7e-005
120,5950,0.000357,-6.2e-005,-0.000296,0.000179,-0.000105,-7.4e-005,132.392,-268.142,135.711,-3.8e-005,-1.7e-005
121,6000,0.000361,-7.1e-005,-0.000291,0.000213,-0.000155,-5.8e-005,129.413,-268.983,139.53,-3.7e-005,-1.6e-005
122,6050,0.000351,-6.1e-005,-0.00029,0.000145,-7.2e-005,-7.3e-005,126.247,-269.598,143.312,-3.6e-005,-1.6e-005
123,6100,0.000337,-4.5e-005,-0.000292,5.8e-005,4.1e-005,-9.9e-005,122.207,-269.069,146.823,-3.4e-005,-1.5e-005
124,6150,0.000336,-4.6e-005,-0.00029,5.6e-005,4.7e-005,-0.000103,117.643,-267.8,150.118,-3.3e-005,-1.5e-005
125,6200,0.000347,-6.4e-005,-0.000284,0.000137,-5.7e-005,-8e-005,113.542,-267.06,153.48,-3.1e-005,-1.4e-005
126,6250,0.000356,-7.8e-005,-0.000278,0.000198,-0.000141,-5.8e-005,110.267,-267.367,157.062,-3e-005,-1.3e-005
127,6300,0.000349,-7.3e-005,-0.000276,0.000159,-9.6e-005,-6.3e-005,107.108,-267.838,160.692,-2.8e-005,-1.3e-005
128,6350,0.000334,-5.7e-005,-0.000277,6.4e-005,2.6e-005,-9e-005, 103.2,-267.333,164.096,-2.6e-005,-1.2e-005
129,6400,0.000328,-5.1e-005,-0.000277,3e-005,7.3e-005,-0.000103,98.5609,-265.826,167.227,-2.5e-005,-1.2e-005
130,6450,0.000336,-6.5e-005,-0.000272,9.4e-005,-7e-006,-8.7e-005,94.0815,-264.448,170.33,-2.3e-005,-1.1e-005
131,6500,0.000348,-8.3e-005,-0.000265,0.000173,-0.000113,-6.1e-005,90.4498,-264.119,173.633,-2.1e-005,-1.1e-005
132,6550,0.000345,-8.3e-005,-0.000262,0.000167,-0.00011,-5.7e-005,87.2412,-264.341,177.063,-1.9e-005,-1e-005
133,6600,0.000331,-6.9e-005,-0.000263,7.8e-005,2e-006,-8e-005,83.4845,-263.854,180.334,-1.7e-005,-9e-006
134,6650,0.000321,-5.8e-005,-0.000263,1.5e-005,8.7e-005,-0.000101,78.884,-262.226,183.306,-1.5e-005,-9e-006
135,6700,0.000325,-6.6e-005,-0.000259,5.3e-005,4.1e-005,-9.4e-005,74.1355,-260.325,186.154,-1.3e-005,-8e-006
136,6750,0.000338,-8.5e-005,-0.000253,0.000141,-7.4e-005,-6.7e-005,70.1172,-259.303,189.151,-1.1e-005,-7e-006
137,6800,0.00034,-9.3e-005,-0.000248,0.000167,-0.000112,-5.5e-005,66.7799,-259.144,192.33,-9e-006,-6e-006
138,6850,0.000328,-8e-005,-0.000248,9.6e-005,-2.4e-005,-7.2e-005,63.1784,-258.648,195.435,-7e-006,-6e-006
139,6900,0.000315,-6.6e-005,-0.000249,1.2e-005,8.6e-005,-9.7e-005,58.7033,-256.984,198.246,-5e-006,-5e-006
140,6950,0.000315,-6.8e-005,-0.000247,1.8e-005,8.2e-005,-0.0001,53.8065,-254.69,200.85,-2e-006,-4e-006
141,7000,0.000326,-8.6e-005,-0.00024,0.000103,-2.7e-005,-7.6e-005,49.4295,-252.989,203.527,    -0,-3e-006
142,7050,0.000333,-9.9e-005,-0.000234,0.000158,-0.000102,-5.6e-005,45.8762,-252.316,206.407,2e-006,-2e-006
143,7100,0.000325,-9.2e-005,-0.000233,0.000112,-4.8e-005,-6.5e-005,42.3969,-251.736,209.307,5e-006,-2e-006
144,7150,0.00031,-7.5e-005,-0.000234,2e-005,7.2e-005,-9.2e-005,38.1247,-250.106,211.949,7e-006,-1e-006
145,7200,0.000305,-7.1e-005,-0.000233,-8e-006,0.000112,-0.000104,33.1927,-247.543,214.319,1e-005,     0
146,7250,0.000314,-8.6e-005,-0.000228,6.3e-005,2.4e-005,-8.7e-005,28.5248,-245.229,216.673,1.2e-005,1e-006
147,7300,0.000324,-0.000102,-0.000221,0.00014,-7.8e-005,-6.2e-005,24.7016,-243.952,219.22,1.5e-005,2e-006
148,7350,0.000321,-0.000102,-0.000218,0.000125,-6.4e-005,-6.1e-005,21.2681,-243.164,221.866,1.7e-005,3e-006
149,7400,0.000305,-8.6e-005,-0.000219,3.6e-005,5e-005,-8.6e-005,17.2507,-241.604,224.324,2e-005,4e-006
150,7450,0.000295,-7.6e-005,-0.00022,-2.1e-005,0.000127,-0.000106,12.4021,-238.902,226.471,2.3e-005,5e-006
151,7500,0.000301,-8.6e-005,-0.000216,2.4e-005,7.3e-005,-9.7e-005,7.52442,-236.061,228.508,2.5e-005,6e-006
152,7550,0.000312,-0.000104,-0.000209,0.000113,-4.2e-005,-7.1e-005,3.42159,-234.147,230.698,2.8e-005,7e-006
153,7600,0.000314,-0.00011,-0.000204,0.000131,-7e-005,-6.1e-005,-0.052304,-233.019,233.044,3.1e-005,8e-006
154,7650,0.000301,-9.7e-005,-0.000205,5.5e-005,2.5e-005,-8e-005,-3.81707,-231.497,235.288,3.4e-005,9e-006
155,7700,0.000287,-8.2e-005,-0.000206,-2.3e-005,0.000129,-0.000106,-8.46079,-228.788,237.223,3.7e-005,1e-005
156,7750,0.000288,-8.6e-005,-0.000203,-9e-006,0.000116,-0.000107,-13.4479,-225.533,238.955,4e-005,1.1e-005
157,7800,0.0003,-0.000103,-0.000196,7.8e-005,4e-006,-8.2e-005,-17.8177,-222.981,240.774,4.3e-005,1.2e-005
158,7850,0.000305,-0.000114,-0.000191,0.000128,-6.4e-005,-6.4e-005,-21.395,-221.411,242.782,4.6e-005,1.3e-005
159,7900,0.000296,-0.000106,-0.00019,7.5e-005,1e-006,-7.6e-005,-24.9559,-219.844,244.776,4.9e-005,1.4e-005
160,7950,0.000281,-8.9e-005,-0.000191,-1.5e-005,0.000118,-0.000104,-29.3061,-217.213,246.496,5.2e-005,1.5e-005
161,8000,0.000276,-8.6e-005,-0.00019,-3.3e-005,0.000147,-0.000114,-34.2699,-213.697,247.944,5.6e-005,1.6e-005
162,8050,0.000286,-0.000102,-0.000184,4.1e-005,5.4e-005,-9.6e-005,-38.8743,-210.537,249.39,5.9e-005,1.7e-005
163,8100,0.000295,-0.000117,-0.000178,0.000115,-4.3e-005,-7.2e-005,-42.6016,-208.447,251.027,6.2e-005,1.9e-005
164,8150,0.00029,-0.000114,-0.000176,9.4e-005,-2e-005,-7.4e-005,-46.0177,-206.737,252.734,6.5e-005,2e-005
165,8200,0.000275,-9.8e-005,-0.000177,2e-006,9.9e-005,-0.000101,-50.0404,-204.207,254.227,6.9e-005,2.1e-005
166,8250,0.000265,-8.8e-005,-0.000177,-4.6e-005,0.000165,-0.00012,-54.8401,-200.59,255.411,7.2e-005,2.2e-005
167,8300,0.000271,-9.9e-005,-0.000172,6e-006,0.000103,-0.000109,-59.6026,-196.91,256.494,7.6e-005,2.3e-005
168,8350,0.000283,-0.000117,-0.000166,9.3e-005,-1e-005,-8.3e-005,-63.521,-194.234,257.737,7.9e-005,2.4e-005
169,8400,0.000282,-0.00012,-0.000162,0.000106,-3e-005,-7.6e-005,-66.8515,-192.285,259.119,8.3e-005,2.6e-005
170,8450,0.000269,-0.000106,-0.000162,2.5e-005,7.2e-005,-9.7e-005,-70.5476,-189.835,260.367,8.6e-005,2.7e-005
171,8500,0.000256,-9.3e-005,-0.000163,-4.8e-005,0.000171,-0.000123,-75.0742,-186.239,261.298,9e-005,2.8e-005
172,8550,0.000257,-9.7e-005,-0.00016,-2.4e-005,0.000145,-0.000121,-79.8725,-182.183,262.041,9.3e-005,2.9e-005
173,8600,0.000269,-0.000115,-0.000154,6.4e-005,3.2e-005,-9.7e-005,-83.9948,-178.898,262.879,9.7e-005,3.1e-005
174,8650,0.000273,-0.000124,-0.000149,0.000108,-2.7e-005,-8.1e-005,-87.3138,-176.599,263.899,0.000101,3.2e-005
175,8700,0.000262,-0.000114,-0.000148,5.1e-005,4.4e-005,-9.5e-005,-90.699,-174.19,264.876,0.000104,3.3e-005
176,8750,0.000247,-9.8e-005,-0.00015,-3.8e-005,0.000161,-0.000123,-94.8804,-170.692,265.561,0.000108,3.5e-005
177,8800,0.000244,-9.5e-005,-0.000148,-4.7e-005,0.000179,-0.000132,-99.5835,-166.415,265.987,0.000112,3.6e-005
178,8850,0.000253,-0.000111,-0.000143,3.3e-005,7.9e-005,-0.000112,-103.866,-162.57,266.425,0.000116,3.7e-005
179,8900,0.000262,-0.000125,-0.000137,0.000101,-1e-005,-9e-005,-107.253,-159.81,267.053,0.000119,3.9e-005
180,8950,0.000255,-0.000121,-0.000135,7.3e-005,2.2e-005,-9.5e-005,-110.371,-157.367,267.73,0.000123,4e-005
181,9000,0.000239,-0.000103,-0.000136,-1.8e-005,0.000141,-0.000122,-114.153,-154.023,268.168,0.000127,4.1e-005
182,9050,0.000231,-9.6e-005,-0.000136,-6e-005,0.0002,-0.00014,-118.648,-149.66,268.301,0.000131,4.3e-005
183,9100,0.000238,-0.000106,-0.000132,     0,0.000127,-0.000127,-123.004,-145.357,268.355,0.000135,4.4e-005
184,9150,0.000249,-0.000123,-0.000125,8.5e-005,1.7e-005,-0.000102,-126.505,-142.074,268.573,0.000139,4.5e-005
185,9200,0.000247,-0.000126,-0.000122,8.9e-005,9e-006,-9.8e-005,-129.439,-139.48,268.914,0.000143,4.7e-005
186,9250,0.000232,-0.00011,-0.000123,8e-006,0.000113,-0.000121,-132.79,-136.312,269.099,0.000147,4.8e-005
187,9300,0.00022,-9.7e-005,-0.000124,-6e-005,0.000206,-0.000145,-136.971,-131.992,268.96,0.000151,4.9e-005
188,9350,0.000223,-0.000102,-0.000121,-2.9e-005,0.000171,-0.000142,-141.305,-127.35,268.653,0.000155,5.1e-005
189,9400,0.000234,-0.000119,-0.000114,6.2e-005,5.5e-005,-0.000117,-144.915,-123.543,268.458,0.000159,5.2e-005
190,9450,0.000237,-0.000128,-0.00011,9.8e-005,6e-006,-0.000104,-147.757,-120.674,268.432,0.000163,5.4e-005
191,9500,0.000225,-0.000116,-0.00011,3.5e-005,8.5e-005,-0.00012,-150.698,-117.644,268.343,0.000167,5.5e-005
192,9550,0.00021,-9.9e-005,-0.000111,-4.9e-005,0.000197,-0.000148,-154.462,-113.487,267.951,0.000171,5.7e-005
193,9600,0.000208,-9.8e-005,-0.00011,-5.1e-005,0.000205,-0.000155,-158.671,-108.639,267.312,0.000175,5.8e-005
194,9650,0.000218,-0.000114,-0.000104,3.3e-005,0.0001,-0.000134,-162.359,-104.348,266.71,0.000179,5.9e-005
195,9700,0.000225,-0.000126,-9.9e-005,9.8e-005,1.5e-005,-0.000113,-165.173,-101.118,266.296,0.000183,6.1e-005
196,9750,0.000218,-0.000121,-9.7e-005,6.2e-005,5.9e-005,-0.000121,-167.77,-98.1327,265.908,0.000188,6.2e-005
197,9800,0.000202,-0.000102,-9.9e-005,-2.8e-005,0.000177,-0.000149,-171.047,-94.2182,265.271,0.000192,6.4e-005
198,9850,0.000194,-9.5e-005,-9.9e-005,-6.1e-005,0.000226,-0.000165,-175.005,-89.3217,264.334,0.000196,6.5e-005
199,9900,0.000202,-0.000107,-9.5e-005,4e-006,0.000147,-0.000151,-178.723,-84.6114,263.343,0.0002,6.7e-005
200,9950,0.000212,-0.000123,-8.9e-005,8.8e-005,3.8e-005,-0.000126,-181.548,-80.9706,262.527,0.000204,6.8e-005
201,10000,0.000209,-0.000123,-8.6e-005,8.5e-005,3.9e-005,-0.000124,-183.879,-77.9273,261.816,0.000208,7e-005
