73,360,0.000395,0.000008,-0.000402,0.000388,-0.000248,-0.000140,255.595703,-199.936401,-55.698849,-0.000050,-0.000020,-0.000020
74,365,0.000388,0.000014,-0.000402,0.000338,-0.000192,-0.000146,254.934509,-203.631592,-51.342552,-0.000051,-0.000020,-0.000020
75,370,0.000374,0.000030,-0.000404,0.000244,-0.000074,-0.000171,253.438705,-206.300903,-47.177635,-0.000051,-0.000021,-0.000021
76,375,0.000370,0.000034,-0.000404,0.000217,-0.000037,-0.000179,251.210403,-208.027054,-43.223305,-0.000052,-0.000021,-0.000021
77,380,0.000381,0.000018,-0.000399,0.000285,-0.000126,-0.000159,249.215744,-210.037582,-39.218258,-0.000052,-0.000021,-0.000021
78,385,0.000392,0.000001,-0.000393,0.000360,-0.000230,-0.000131,248.026611,-213.114197,-34.952629,-0.000053,-0.000021,-0.000021
79,390,0.000390,0.000001,-0.000391,0.000343,-0.000215,-0.000127,247.137314,-216.646606,-30.531080,-0.000053,-0.000021,-0.000021
80,395,0.000376,0.000016,-0.000392,0.000249,-0.000100,-0.000150,245.617340,-219.420242,-26.237614,-0.000054,-0.000022,-0.000022
81,400,0.000367,0.000026,-0.000393,0.000193,-0.000026,-0.000167,243.212341,-221.063156,-22.189861,-0.000054,-0.000022,-0.000022
82,405,0.000374,0.000015,-0.000390,0.000237,-0.000082,-0.000154,240.712097,-222.559906,-18.192930,-0.000054,-0.000022,-0.000022
83,410,0.000387,-0.000004,-0.000384,0.000322,-0.000197,-0.000125,238.959854,-225.023560,-13.977175,-0.000055,-0.000022,-0.000022
84,415,0.000390,-0.000010,-0.000380,0.000339,-0.000227,-0.000112,237.765854,-228.262405,-9.544420,-0.000055,-0.000022,-0.000022
85,420,0.000378,0.000002,-0.000381,0.000259,-0.000130,-0.000129,236.195297,-231.075043,-5.161295,-0.000055,-0.000022,-0.000022
86,425,0.000366,0.000016,-0.000382,0.000179,-0.000027,-0.000152,233.708008,-232.722809,-1.026393,-0.000055,-0.000022,-0.000022
87,430,0.000368,0.000012,-0.000380,0.000193,-0.000044,-0.000149,230.812912,-233.821152,2.967046,-0.000056,-0.000022,-0.000022
88,435,0.000381,-0.000007,-0.000374,0.000278,-0.000156,-0.000122,228.477188,-235.624191,7.105700,-0.000056,-0.000022,-0.000022
89,440,0.000388,-0.000019,-0.000369,0.000325,-0.000224,-0.000101,226.895813,-238.432236,11.495035,-0.000056,-0.000023,-0.000023
90,445,0.000380,-0.000011,-0.000368,0.000270,-0.000160,-0.000110,225.236435,-241.200500,15.922605,-0.000056,-0.000023,-0.000023
91,450,0.000366,0.000004,-0.000370,0.000176,-0.000040,-0.000135,222.720795,-242.890640,20.128325,-0.000056,-0.000023,-0.000023
92,455,0.000363,0.000006,-0.000369,0.000157,-0.000014,-0.000143,219.554718,-243.719193,24.122980,-0.000056,-0.000023,-0.000023
93,460,0.000374,-0.000010,-0.000364,0.000231,-0.000110,-0.000121,216.672348,-244.885117,28.171169,-0.000056,-0.000023,-0.000023
94,465,0.000385,-0.000027,-0.000358,0.000300,-0.000206,-0.000095,214.617752,-247.126190,32.466827,-0.000056,-0.000023,-0.000023
95,470,0.000381,-0.000024,-0.000356,0.000276,-0.000182,-0.000094,212.812347,-249.740295,36.886246,-0.000056,-0.000023,-0.000023
96,475,0.000366,-0.000009,-0.000358,0.000182,-0.000064,-0.000118,210.302261,-251.482742,41.138844,-0.000056,-0.000022,-0.000022
97,480,0.000359,-0.000001,-0.000358,0.000131,0.000003,-0.000134,206.970352,-252.147049,45.135010,-0.000055,-0.000022,-0.000022
98,485,0.000366,-0.000012,-0.000354,0.000183,-0.000063,-0.000120,203.626602,-252.757233,49.088940,-0.000055,-0.000022,-0.000022
99,490,0.000379,-0.000032,-0.000347,0.000267,-0.000175,-0.000092,201.046616,-254.340607,53.252251,-0.000055,-0.000022,-0.000022
100,495,0.000380,-0.000036,-0.000344,0.000275,-0.000193,-0.000082,199.005310,-256.652344,57.605350,-0.000055,-0.000022,-0.000022
101,500,0.000367,-0.000023,-0.000345,0.000193,-0.000092,-0.000101,196.515961,-258.429108,61.871498,-0.000054,-0.000022,-0.000022
102,505,0.000356,-0.000010,-0.000346,0.000117,0.000007,-0.000124,193.111145,-259.018433,65.865646,-0.000054,-0.000022,-0.000022
103,510,0.000359,-0.000016,-0.000343,0.000139,-0.000019,-0.000119,189.404297,-259.171295,69.725403,-0.000053,-0.000022,-0.000022
104,515,0.000371,-0.000035,-0.000337,0.000227,-0.000135,-0.000092,186.302444,-260.074799,73.730804,-0.000053,-0.000022,-0.000022
105,520,0.000378,-0.000046,-0.000332,0.000265,-0.000191,-0.000074,183.926453,-261.929657,77.961647,-0.000052,-0.000021,-0.000021
106,525,0.000368,-0.000037,-0.000331,0.000204,-0.000118,-0.000086,181.429306,-263.666748,82.195999,-0.000052,-0.000021,-0.000021
107,530,0.000354,-0.000021,-0.000333,0.000114,-0.000003,-0.000111,178.041946,-264.262451,86.179146,-0.000051,-0.000021,-0.000021
108,535,0.000352,-0.000021,-0.000331,0.000102,0.000015,-0.000117,174.073608,-264.062683,89.947746,-0.000050,-0.000021,-0.000021
109,540,0.000363,-0.000038,-0.000325,0.000181,-0.000086,-0.000095,170.489258,-264.309326,93.778801,-0.000050,-0.000020,-0.000020
110,545,0.000372,-0.000053,-0.000319,0.000246,-0.000176,-0.000070,167.710846,-265.592560,97.840599,-0.000049,-0.000020,-0.000020
111,550,0.000368,-0.000050,-0.000318,0.000213,-0.000140,-0.000073,165.131653,-267.162170,101.989449,-0.000048,-0.000020,-0.000020
112,555,0.000353,-0.000034,-0.000319,0.000120,-0.000022,-0.000098,161.824707,-267.807251,105.941650,-0.000047,-0.000020,-0.000020
113,560,0.000346,-0.000027,-0.000319,0.000077,0.000036,-0.000113,157.715088,-267.380737,109.624901,-0.000046,-0.000019,-0.000019
114,565,0.000354,-0.000040,-0.000314,0.000134,-0.000036,-0.000098,153.704041,-267.017853,113.273201,-0.000045,-0.000019,-0.000019
115,570,0.000366,-0.000058,-0.000308,0.000217,-0.000147,-0.000070,150.491455,-267.659821,117.127899,-0.000044,-0.000019,-0.000019
116,575,0.000365,-0.000061,-0.000304,0.000217,-0.000154,-0.000064,147.746460,-268.924133,121.137344,-0.000043,-0.000018,-0.000018
117,580,0.000352,-0.000047,-0.000305,0.000131,-0.000046,-0.000085,144.527298,-269.592743,125.025299,-0.000042,-0.000018,-0.000018
118,585,0.000341,-0.000035,-0.000306,0.000062,0.000045,-0.000107,140.404648,-269.070648,128.626007,-0.000041,-0.000017,-0.000017
119,590,0.000345,-0.000043,-0.000302,0.000091,0.000010,-0.000101,136.053207,-268.186005,132.093002,-0.000040,-0.000017,-0.000017
120,595,0.000357,-0.000062,-0.000296,0.000179,-0.000105,-0.000074,132.391754,-268.141968,135.710556,-0.000038,-0.000017,-0.000017
121,600,0.000361,-0.000071,-0.000291,0.000213,-0.000155,-0.000058,129.413147,-268.982605,139.529999,-0.000037,-0.000016,-0.000016
122,605,0.000351,-0.000061,-0.000290,0.000145,-0.000072,-0.000073,126.246658,-269.597778,143.311951,-0.000036,-0.000016,-0.000016
123,610,0.000337,-0.000045,-0.000292,0.000058,0.000041,-0.000099,122.207497,-269.069275,146.822845,-0.000034,-0.000015,-0.000015
124,615,0.000336,-0.000046,-0.000290,0.000056,0.000047,-0.000103,117.642998,-267.799591,150.117905,-0.000033,-0.000015,-0.000015
125,620,0.000347,-0.000064,-0.000284,0.000137,-0.000057,-0.000080,113.542107,-267.060303,153.479752,-0.000031,-0.000014,-0.000014
126,625,0.000356,-0.000078,-0.000278,0.000198,-0.000141,-0.000058,110.267494,-267.367401,157.061646,-0.000030,-0.000013,-0.000013
127,630,0.000349,-0.000073,-0.000276,0.000159,-0.000096,-0.000063,107.107750,-267.837891,160.692200,-0.000028,-0.000013,-0.000013
128,635,0.000334,-0.000057,-0.000277,0.000064,0.000026,-0.000090,103.199646,-267.332825,164.095551,-0.000026,-0.000012,-0.000012
129,640,0.000328,-0.000051,-0.000277,0.000030,0.000073,-0.000103,98.560898,-265.825806,167.227493,-0.000025,-0.000012,-0.000012
130,645,0.000336,-0.000065,-0.000272,0.000094,-0.000007,-0.000087,94.081497,-264.448181,170.329590,-0.000023,-0.000011,-0.000011
131,650,0.000348,-0.000083,-0.000265,0.000173,-0.000113,-0.000061,90.449753,-264.119232,173.632751,-0.000021,-0.000011,-0.000011
132,655,0.000345,-0.000083,-0.000262,0.000167,-0.000110,-0.000057,87.241203,-264.340759,177.063049,-0.000019,-0.000010,-0.000010
